Player,Conference,Team,Position,offenseDefense,Salary,Bonus,Total
Chad Mackey,NFC,Bears,WR,Offense,111000,3800,114800
Patrick Mannelly,NFC,Bears,OL,Offense,358000,17800,375800
Shane Matthews,NFC,Bears,QB,Offense,450000,50000,500000
Ray McElroy,NFC,Bears,S,Defense,413000,0,413000
Todd McMillon,NFC,Bears,CB,Defense,193000,0,193000
Cade McNown,NFC,Bears,QB,Offense,275000,874600,1149600
R.W. McQuarters,NFC,Bears,CB,Defense,750000,0,750000
Glyn Milburn,NFC,Bears,WR,Offense,860000,27900,887900
Jim Miller,NFC,Bears,QB,Offense,600000,353800,953800
Barry Minter,NFC,Bears,LB,Defense,1900000,603500,2503500
Robert Newkirk,NFC,Bears,DT,Defense,275000,10000,285000
Tony Parrish,NFC,Bears,S,Defense,444000,238900,682900
Todd Perry,NFC,Bears,OL,Offense,575000,251800,826800
Bryan Robinson,NFC,Bears,DE,Defense,1027000,3500,1030500
Marcus Robinson,NFC,Bears,WR,Offense,1500000,1725000,3225000
Khari Samuel,NFC,Bears,LB,Defense,275000,36700,311700
Sulecio Sanford,NFC,Bears,WR,Offense,111000,0,111000
Clyde Simmons,NFC,Bears,DE,Defense,1050000,953500,2003500
Kaseem Sinceno,NFC,Bears,TE,Offense,300000,0,300000
Frankie Smith,NFC,Bears,CB,Defense,475000,100500,575500
Thomas Smith,NFC,Bears,CB,Defense,1000000,2303800,3303800
Rex Tucker,NFC,Bears,OL,Offense,275000,149000,424000
Van Tuinei,NFC,Bears,DE,Defense,472000,3600,475600
Brian Urlacher,NFC,Bears,LB,Defense,300000,1102500,1402500
Chris Villarrial,NFC,Bears,OL,Offense,440000,1515700,1955700
Mike Wells,NFC,Bears,DT,Defense,1800000,553700,2353700
Dez White,NFC,Bears,WR,Offense,193000,160000,353000
Casey Wiegmann,NFC,Bears,OL,Offense,550000,253600,803600
James Williams,NFC,Bears,OL,Offense,1900000,1000000,2900000
Troy Wilson,NFC,Bears,DE,Defense,440000,0,440000
Jerry Wisne,NFC,Bears,OL,Offense,275000,36800,311800
Shawn Wooden,NFC,Bears,S,Defense,500000,336300,836300
Kevin Abrams,NFC,Lions,CB,Defense,385000,277600,662600
Allen Aldridge,NFC,Lions,LB,Defense,2145000,1170500,3315500
Charlie Batch,NFC,Lions,QB,Offense,358000,1850900,2208900
Mario Bates,NFC,Lions,RB,Offense,414100,0,414100
Eric Beverly,NFC,Lions,OL,Offense,358000,4200,362200
Kerlin Blaise,NFC,Lions,OL,Offense,358000,4200,362200
Stephen Boyd,NFC,Lions,LB,Defense,440000,1249600,1689600
Barrett Brooks,NFC,Lions,OL,Offense,440000,26900,466900
Corwin Brown,NFC,Lions,S,Defense,440000,2900,442900
La Mar Campbell,NFC,Lions,CB,Defense,358000,3500,361500
Stoney Case,NFC,Lions,QB,Offense,440000,20000,460000
Chris Claiborne,NFC,Lions,LB,Defense,275000,602600,877600
Mike Compton,NFC,Lions,OL,Offense,1300000,426900,1726900
Germane Crowell,NFC,Lions,WR,Offense,612800,300,613100
Jared DeVries,NFC,Lions,DT,Defense,275000,146500,421500
Reuben Droughns,NFC,Lions,RB,Offense,111000,140800,251800
Luther Elliss,NFC,Lions,DT,Defense,440000,1564700,2004700
Terry Fair,NFC,Lions,CB,Defense,511500,576900,1088400
Larry Foster,NFC,Lions,WR,Offense,193000,0,193000
Aaron Gibson,NFC,Lions,OL,Offense,475300,468800,944100
Barrett Green,NFC,Lions,LB,Defense,193000,297000,490000
James Hall,NFC,Lions,DE,Defense,193000,3800,196800
Jason Hanson,NFC,Lions,P/K,Offense,440000,409900,849900
Jeff Hartings,NFC,Lions,OL,Offense,904000,3200,907200
Desmond Howard,NFC,Lions,WR,Offense,440000,0,440000
Sedrick Irvin,NFC,Lions,RB,Offense,275000,89500,364500
John Jett,NFC,Lions,P/K,Offense,450000,191300,641300
James Jones,NFC,Lions,DT,Defense,440000,1168700,1608700
Travis Kirschke,NFC,Lions,DT,Defense,385000,91000,476000
Scott Kowalkowski,NFC,Lions,LB,Defense,440000,17000,457000
Clint Kriewaldt,NFC,Lions,LB,Defense,275000,19300,294300
Stockar McDougle,NFC,Lions,OL,Offense,193000,760000,953000
Herman Moore,NFC,Lions,WR,Offense,1100000,2668400,3768400
Johnnie Morton,NFC,Lions,WR,Offense,440000,1341800,1781800
Brock Olivo,NFC,Lions,RB,Offense,358000,2200,360200
Kevin ONeill,NFC,Lions,LB,Defense,358000,4500,362500
Robert Porcher,NFC,Lions,DE,Defense,440000,2749400,3189400
Kelvin Pritchett,NFC,Lions,DT,Defense,440000,32200,472200
Walter Rasby,NFC,Lions,TE,Offense,550000,75000,625000
Ronald Rice,NFC,Lions,S,Defense,440000,588500,1028500
Ray Roberts,NFC,Lions,OL,Offense,440000,1746600,2186600
Cory Sauter,NFC,Lions,QB,Offense,275000,0,275000
Cory Schlesinger,NFC,Lions,RB,Offense,650000,200300,850300
Kurt Schulz,NFC,Lions,S,Defense,600000,603500,1203500
Tracy Scroggins,NFC,Lions,DE,Defense,1950000,837500,2787500
Tony Semple,NFC,Lions,OL,Offense,650000,170500,820500
David Sloan,NFC,Lions,TE,Offense,500000,787100,1287100
Brian Stablein,NFC,Lions,WR,Offense,550000,79500,629500
James Stewart,NFC,Lions,RB,Offense,650000,1152900,1802900
Ryan Stewart,NFC,Lions,S,Defense,413000,0,413000
Kywin Supernaw,NFC,Lions,S,Defense,358000,4200,362200
Mike Tomczak,NFC,Lions,QB,Offense,450000,125300,575300
Darnell Walker,NFC,Lions,CB,Defense,440000,0,440000
Marquis Walker,NFC,Lions,CB,Defense,413000,0,413000
Bryant Westbrook,NFC,Lions,CB,Defense,1317700,942600,2260300
Jimmy Wyrick,NFC,Lions,CB,Defense,193000,1300,194300
Chris Akins,NFC,Packers,CB,Defense,275000,0,275000
Gary Berry,NFC,Packers,S,Defense,193000,81300,274300
Josh Bidwell,NFC,Packers,P/K,Offense,193000,65700,258700
David Bowens,NFC,Packers,DE,Defense,275000,14700,289700
Corey Bradford,NFC,Packers,WR,Offense,358000,31100,389100
Leroy Butler,NFC,Packers,S,Defense,1500000,984000,2484000
Chad Clifton,NFC,Packers,OL,Offense,300000,275000,575000
Scott Curry,NFC,Packers,OL,Offense,134000,14300,148300
Rob Davis,NFC,Packers,OL,Offense,415000,41300,456300
Tyrone Davis,NFC,Packers,TE,Offense,440000,134500,574500
Nail Diggs,NFC,Packers,LB,Defense,193000,100000,293000
Earl Dotson,NFC,Packers,OL,Offense,1750000,1551600,3301600
Santana Dotson,NFC,Packers,DT,Defense,2300000,2801200,5101200
Donald Driver,NFC,Packers,WR,Offense,275000,15700,290700
Antuan Edwards,NFC,Packers,CB,Defense,275000,716800,991800
Brett Favre,NFC,Packers,QB,Offense,450000,3174300,3624300
Mike Flanagan,NFC,Packers,OL,Offense,385000,70100,455100
Bubba Franks,NFC,Packers,TE,Offense,193000,934000,1127000
Antonio Freeman,NFC,Packers,WR,Offense,500000,1929800,2429800
Kab Gbaja-Biamila,NFC,Packers,DE,Defense,193000,0,193000
Chris Gizzi,NFC,Packers,LB,Defense,193000,3300,196300
Herbert Goodman,NFC,Packers,RB,Offense,193000,0,193000
Ahman Green,NFC,Packers,RB,Offense,358000,600,358600
Bernardo Harris,NFC,Packers,LB,Defense,1125000,1367900,2492900
Matt Hasselbeck,NFC,Packers,QB,Offense,275000,17200,292200
William Henderson,NFC,Packers,RB,Offense,750000,403400,1153400
Vonnie Holliday,NFC,Packers,DE,Defense,358000,907100,1265100
Cletidus Hunt,NFC,Packers,DT,Defense,275000,108700,383700
Charles Lee,NFC,Packers,WR,Offense,193000,7400,200400
Dorsey Levens,NFC,Packers,RB,Offense,1500000,3401200,4901200
Ryan Longwell,NFC,Packers,P/K,Offense,400000,28800,428800
Anthony Lucas,NFC,Packers,WR,Offense,163000,29800,192800
Billy Lyon,NFC,Packers,DT,Defense,400000,79100,479100
Russell Maryland,NFC,Packers,DT,Defense,750000,550900,1300900
Tod McBride,NFC,Packers,S,Defense,275000,2800,277800
Scott McGarrahan,NFC,Packers,S,Defense,358000,24400,382400
Mike McKenzie,NFC,Packers,CB,Defense,275000,116400,391400
Rondell Mealey,NFC,Packers,RB,Offense,111000,6700,117700
Mike Morton,NFC,Packers,LB,Defense,440000,900,440900
DeMond Parker,NFC,Packers,RB,Offense,200400,35400,235800
Marco Rivera,NFC,Packers,OL,Offense,775000,1086800,1861800
Allen Rossum,NFC,Packers,CB,Defense,358000,0,358000
Bill Schroeder,NFC,Packers,WR,Offense,775000,289500,1064500
Darren Sharper,NFC,Packers,S,Defense,392000,146900,538900
Matt Snider,NFC,Packers,RB,Offense,275000,3800,278800
Barry Stokes,NFC,Packers,OL,Offense,358000,0,358000
Mark Tauscher,NFC,Packers,OL,Offense,193000,9500,202500
John Thierry,NFC,Packers,DE,Defense,450000,501500,951500
Ross Verba,NFC,Packers,OL,Offense,885500,228100,1113600
Mike Wahle,NFC,Packers,OL,Offense,358000,181000,539000
Steve Warren,NFC,Packers,DT,Defense,193000,155700,348700
Nate Wayne,NFC,Packers,LB,Defense,358000,225000,583000
Ryan Wetnight,NFC,Packers,TE,Offense,440000,0,440000
Brian Williams,NFC,Packers,LB,Defense,2300000,1151000,3451000
K.D. Williams,NFC,Packers,LB,Defense,275000,0,275000
Tyrone Williams,NFC,Packers,CB,Defense,1000000,2351200,3351200
Frank Winters,NFC,Packers,OL,Offense,440000,391000,831000
Danny Wuerffel,NFC,Packers,QB,Offense,385000,0,385000
Gary Anderson,NFC,Vikings,P/K,Offense,440000,383300,823300
Brad Badger,NFC,Vikings,OL,Offense,385000,162500,547500
Antonio Banks,NFC,Vikings,CB,Defense,358000,0,358000
Mitch Berger,NFC,Vikings,P/K,Offense,450000,330000,780000
Matt Birk,NFC,Vikings,OL,Offense,358000,18000,376000
Michael Boireau,NFC,Vikings,DE,Defense,193000,237500,430500
Todd Bouman,NFC,Vikings,QB,Offense,385000,4200,389200
Walter Brister,NFC,Vikings,QB,Offense,475000,25000,500000
John Burrough,NFC,Vikings,DE,Defense,440000,786700,1226700
Cris Carter,NFC,Vikings,WR,Offense,2100000,1829300,3929300
Tyrone Carter,NFC,Vikings,CB,Defense,193000,86800,279800
Doug Chapman,NFC,Vikings,RB,Offense,193000,125700,318700
Daunte Culpepper,NFC,Vikings,QB,Offense,337500,1000000,1337500
John Davis,NFC,Vikings,TE,Offense,385000,0,385000
David Dixon,NFC,Vikings,OL,Offense,450000,1072900,1522900
Robert Griffith,NFC,Vikings,S,Defense,500000,2190000,2690000
Lemanski Hall,NFC,Vikings,LB,Defense,440000,16700,456700
Matt Hatchette,NFC,Vikings,WR,Offense,1027000,0,1027000
Chris Hovan,NFC,Vikings,DT,Defense,267000,600000,867000
Andrew Jordan,NFC,Vikings,TE,Offense,440000,0,440000
Lewis Kelly,NFC,Vikings,OL,Offense,111000,6000,117000
Jim Kleinsasser,NFC,Vikings,RB,Offense,275000,339300,614300
Corbin Lacina,NFC,Vikings,OL,Offense,440000,50000,490000
Chris Liwienski,NFC,Vikings,OL,Offense,358000,1800,359800
Mike Malano,NFC,Vikings,OL,Offense,111000,7500,118500
Ed McDaniel,NFC,Vikings,LB,Defense,500000,1525000,2025000
Johnny McWilliams,NFC,Vikings,TE,Offense,413000,0,413000
Harold Morrow,NFC,Vikings,RB,Offense,440000,125000,565000
Randy Moss,NFC,Vikings,WR,Offense,358000,963000,1321000
Jim Nelson,NFC,Vikings,LB,Defense,275000,0,275000
Gabe Northern,NFC,Vikings,LB,Defense,415000,0,415000
David Palmer,NFC,Vikings,RB,Offense,440000,530500,970500
Mitch Palmer,NFC,Vikings,LB,Defense,358000,0,358000
Bryce Paup,NFC,Vikings,LB,Defense,550000,0,550000
John Randle,NFC,Vikings,DE,Defense,3000000,4750000,7750000
Fred Robbins,NFC,Vikings,DT,Defense,193000,246300,439300
Dwayne Rudd,NFC,Vikings,LB,Defense,841300,446200,1287500
Craig Sauer,NFC,Vikings,LB,Defense,413000,133300,546300
Talance Sawyer,NFC,Vikings,DE,Defense,275000,18100,293100
Wasswa Serwanga,NFC,Vikings,CB,Defense,275000,0,275000
Robert Smith,NFC,Vikings,RB,Offense,500000,3170800,3670800
Todd Steussie,NFC,Vikings,OL,Offense,500000,2758800,3258800
Korey Stringer,NFC,Vikings,OL,Offense,500000,1141700,1641700
Robert Tate,NFC,Vikings,CB,Defense,475000,191700,666700
Keith Thibodeaux,NFC,Vikings,CB,Defense,358000,1600,359600
Orlando Thomas,NFC,Vikings,S,Defense,500000,1231500,1731500
Chris Walsh,NFC,Vikings,WR,Offense,600000,125000,725000
Troy Walters,NFC,Vikings,WR,Offense,193000,31200,224200
Moe Williams,NFC,Vikings,RB,Offense,440000,150000,590000
Tony Williams,NFC,Vikings,DT,Defense,1027000,0,1027000
Antonio Wilson,NFC,Vikings,LB,Defense,193000,96000,289000
Cory Withrow,NFC,Vikings,OL,Offense,275000,1000,276000
Kailee Wong,NFC,Vikings,LB,Defense,358000,276800,634800
Kenny Wright,NFC,Vikings,CB,Defense,275000,81300,356300
Rabih Abdullah,NFC,Buccaneers,RB,Offense,358000,3500,361500
Donnie Abraham,NFC,Buccaneers,CB,Defense,2250000,1751900,4001900
Chidi Ahanotu,NFC,Buccaneers,DE,Defense,2250000,1083300,3333300
Mike Alstott,NFC,Buccaneers,RB,Offense,2000000,2668000,4668000
Reidel Anthony,NFC,Buccaneers,WR,Offense,619500,741700,1361200
Ronde Barber,NFC,Buccaneers,CB,Defense,552000,3200,555200
Derrick Brooks,NFC,Buccaneers,LB,Defense,2470000,803200,3273200
James Cannida,NFC,Buccaneers,DT,Defense,358000,22800,380800
Jeff Christy,NFC,Buccaneers,OL,Offense,500000,801900,1301900
Cosey Coleman,NFC,Buccaneers,OL,Offense,193000,289000,482000
Demarcus Curry,NFC,Buccaneers,OL,Offense,193000,4400,197400
Chris Daniels,NFC,Buccaneers,WR,Offense,111000,500,111500
Don Davis,NFC,Buccaneers,LB,Defense,413000,5000,418000
Kevin Dogins,NFC,Buccaneers,OL,Offense,472000,3200,475200
Jamie Duncan,NFC,Buccaneers,LB,Defense,358000,129900,487900
Warrick Dunn,NFC,Buccaneers,RB,Offense,851400,684600,1536000
David Gibson,NFC,Buccaneers,S,Defense,193000,17300,210300
Jeff Gooch,NFC,Buccaneers,LB,Defense,750000,154800,904800
Martin Gramatica,NFC,Buccaneers,P/K,Offense,275000,137800,412800
Jacquez Green,NFC,Buccaneers,WR,Offense,457500,241900,699400
Joe Hamilton,NFC,Buccaneers,QB,Offense,193000,11000,204000
Patrick Hape,NFC,Buccaneers,TE,Offense,472000,1900,473900
George Hegamin,NFC,Buccaneers,OL,Offense,575000,100000,675000
Dexter Jackson,NFC,Buccaneers,S,Defense,275000,88800,363800
Tyoka Jackson,NFC,Buccaneers,DE,Defense,750000,103800,853800
Keyshawn Johnson,NFC,Buccaneers,WR,Offense,500000,1858100,2358100
Marcus Jones,NFC,Buccaneers,DE,Defense,413000,1092900,1505900
Brian Kelly,NFC,Buccaneers,CB,Defense,358000,294300,652300
Shaun King,NFC,Buccaneers,QB,Offense,275000,278200,553200
Charles Kirby,NFC,Buccaneers,RB,Offense,193000,0,193000
John Lynch,NFC,Buccaneers,S,Defense,1500000,1809300,3309300
Randall McDaniel,NFC,Buccaneers,OL,Offense,800000,667700,1467700
Anthony McFarland,NFC,Buccaneers,DT,Defense,330000,812200,1142200
John McLaughlin,NFC,Buccaneers,LB,Defense,275000,34900,309900
Frank Middleton,NFC,Buccaneers,OL,Offense,1027000,4500,1031500
Dave Moore,NFC,Buccaneers,TE,Offense,600000,301300,901300
Jason Odom,NFC,Buccaneers,OL,Offense,500000,837500,1337500
Pete Pierson,NFC,Buccaneers,OL,Offense,500000,3800,503800
Shelton Quarles,NFC,Buccaneers,LB,Defense,400000,317600,717600
Damien Robinson,NFC,Buccaneers,S,Defense,472000,2600,474600
Mark Royals,NFC,Buccaneers,P/K,Offense,440000,153800,593800
Warren Sapp,NFC,Buccaneers,DT,Defense,4900000,1730300,6630300
Alshermo Singleton,NFC,Buccaneers,LB,Defense,500000,271500,771500
Blake Spence,NFC,Buccaneers,TE,Offense,275400,0,275400
Aaron Stecker,NFC,Buccaneers,RB,Offense,193000,200,193200
Morris Unutoa,NFC,Buccaneers,OL,Offense,413000,2900,415900
Eric Vance,NFC,Buccaneers,S,Defense,358000,0,358000
Todd Washington,NFC,Buccaneers,OL,Offense,358000,86400,444400
Nate Webster,NFC,Buccaneers,LB,Defense,193000,123300,316300
Stephen White,NFC,Buccaneers,DE,Defense,600000,190400,790400
Karl Williams,NFC,Buccaneers,WR,Offense,700000,254200,954200
Jerry Wunsch,NFC,Buccaneers,OL,Offense,450600,217300,667900
Todd Yoder,NFC,Buccaneers,TE,Offense,193000,3500,196500
Floyd Young,NFC,Buccaneers,CB,Defense,472000,4500,476500
Eric Zeier,NFC,Buccaneers,QB,Offense,600000,169900,769900
Ashley Ambrose,NFC,Falcons,CB,Defense,450000,1550000,2000000
Morten Andersen,NFC,Falcons,P/K,Offense,440000,653000,1093000
Jamal Anderson,NFC,Falcons,RB,Offense,1100000,2500000,3600000
Corey Atkins,NFC,Falcons,LB,Defense,193000,0,193000
Eugene Baker,NFC,Falcons,WR,Offense,275000,4500,279500
Chris Banks,NFC,Falcons,OL,Offense,358000,0,358000
Chris Bordano,NFC,Falcons,LB,Defense,358000,0,358000
Ronnie Bradford,NFC,Falcons,S,Defense,950000,466900,1416900
Keith Brooking,NFC,Falcons,LB,Defense,825000,637900,1462900
Ray Buchanan,NFC,Falcons,CB,Defense,1500000,2101800,3601800
Marty Carter,NFC,Falcons,S,Defense,1400000,824500,2224500
Johndale Carty,NFC,Falcons,S,Defense,275000,48600,323600
Chris Chandler,NFC,Falcons,QB,Offense,4400000,1801000,6201000
Bob Christian,NFC,Falcons,RB,Offense,600000,465100,1065100
Travis Claridge,NFC,Falcons,OL,Offense,359000,250000,609000
Calvin Collins,NFC,Falcons,OL,Offense,600000,454500,1054500
Terry Cousin,NFC,Falcons,CB,Defense,472000,0,472000
Henri Crockett,NFC,Falcons,LB,Defense,472000,4500,476500
Gary Downs,NFC,Falcons,RB,Offense,500000,80100,580100
Chris Draft,NFC,Falcons,LB,Defense,358000,5000,363000
Shane Dronett,NFC,Falcons,DT,Defense,500000,725000,1225000
Tim Dwight,NFC,Falcons,WR,Offense,358000,76800,434800
Brian Finneran,NFC,Falcons,WR,Offense,275000,20100,295100
Jammi German,NFC,Falcons,WR,Offense,358000,4500,362500
Travis Hall,NFC,Falcons,DT,Defense,1900000,1033700,2933700
Bob Hallen,NFC,Falcons,OL,Offense,358000,187500,545500
Edward Jasper,NFC,Falcons,DT,Defense,525000,191700,716700
Shawn Jefferson,NFC,Falcons,WR,Offense,450000,1000000,1450000
Rya Johanningmeier,NFC,Falcons,OL,Offense,111000,6300,117300
Doug Johnson,NFC,Falcons,QB,Offense,193000,7500,200500
Anthony Jordon,NFC,Falcons,LB,Defense,275000,0,275000
Danny Kanell,NFC,Falcons,QB,Offense,750000,793000,1543000
Jeff Kelly,NFC,Falcons,LB,Defense,275000,32500,307500
Reggie Kelly,NFC,Falcons,TE,Offense,331300,270100,601400
Patrick Kerney,NFC,Falcons,DE,Defense,611000,379000,990000
Brian Kozlowski,NFC,Falcons,TE,Offense,600000,54600,654600
Terance Mathis,NFC,Falcons,WR,Offense,1200000,775000,1975000
Gerald McBurrows,NFC,Falcons,S,Defense,550000,129200,679200
Todd McClure,NFC,Falcons,OL,Offense,250000,13300,263300
Pellom McDaniels,NFC,Falcons,DE,Defense,800000,254600,1054600
Dallas Neil,NFC,Falcons,P/K,Offense,193000,2500,195500
Winslow Oliver,NFC,Falcons,RB,Offense,475000,80100,555100
Matt ONeal,NFC,Falcons,OL,Offense,111000,3800,114800
Evan Pilgrim,NFC,Falcons,OL,Offense,440000,0,440000
Derek Rackley,NFC,Falcons,TE,Offense,193000,5000,198000
Anthony Redmon,NFC,Falcons,OL,Offense,500000,190900,690900
Ron Rivers,NFC,Falcons,RB,Offense,450000,0,450000
Ephraim Salaam,NFC,Falcons,OL,Offense,358000,4200,362200
Wes Shivers,NFC,Falcons,OL,Offense,193000,0,193000
Mark Simoneau,NFC,Falcons,LB,Defense,193000,164000,357000
Brady Smith,NFC,Falcons,DE,Defense,475000,650000,1125000
Maurice Smith,NFC,Falcons,RB,Offense,193000,9000,202000
Dan Stryzinski,NFC,Falcons,P/K,Offense,440000,336900,776900
Shawn Swayda,NFC,Falcons,DT,Defense,358000,4900,362900
Henry Taylor,NFC,Falcons,DT,Defense,275000,0,275000
Michael Thompson,NFC,Falcons,OL,Offense,193000,100000,293000
Jesse Tuggle,NFC,Falcons,LB,Defense,500000,1200000,1700000
Darrick Vaughn,NFC,Falcons,CB,Defense,193000,11700,204700
Bob Whitfield,NFC,Falcons,OL,Offense,2150000,1350000,3500000
Chuck Wiley,NFC,Falcons,DE,Defense,275000,0,275000
Elijah Williams,NFC,Falcons,CB,Defense,358000,19900,377900
Rashard Anderson,NFC,Panthers,S,Defense,193000,796000,989000
Michael Bates,NFC,Panthers,WR,Offense,750000,950500,1700500
Steve Beuerlein,NFC,Panthers,QB,Offense,440000,1536200,1976200
Tshimanga Biakabutuka,NFC,Panthers,RB,Offense,413000,1186300,1599300
Tony Booth,NFC,Panthers,CB,Defense,122000,14700,136700
Isaac Byrd,NFC,Panthers,WR,Offense,385000,0,385000
Mathew Campbell,NFC,Panthers,OL,Offense,1475000,1570100,3045100
Dameyune Craig,NFC,Panthers,QB,Offense,358000,46200,404200
Casey Crawford,NFC,Panthers,TE,Offense,193000,2500,195500
Robert Daniel,NFC,Panthers,DE,Defense,122000,23500,145500
Eric Davis,NFC,Panthers,CB,Defense,600000,2767800,3367800
James Dexter,NFC,Panthers,OL,Offense,413000,101800,514800
Doug Evans,NFC,Panthers,CB,Defense,440800,2705600,3146400
William Floyd,NFC,Panthers,RB,Offense,450000,884100,1334100
Frank Garcia,NFC,Panthers,OL,Offense,1500000,305900,1805900
Sean Gilbert,NFC,Panthers,DT,Defense,500000,3377800,3877800
Deon Grant,NFC,Panthers,S,Defense,193000,225000,418000
Ray Green,NFC,Panthers,S,Defense,193000,2000,195000
Karl Hankton,NFC,Panthers,WR,Offense,275000,3100,278100
Deveron Harper,NFC,Panthers,CB,Defense,193000,3000,196000
Donald Hayes,NFC,Panthers,WR,Offense,358000,99800,457800
Chris Hetherington,NFC,Panthers,RB,Offense,425000,65600,490600
Jimmy Hitchcock,NFC,Panthers,CB,Defense,440000,501500,941500
Brad Hoover,NFC,Panthers,RB,Offense,193000,1300,194300
Jeno James,NFC,Panthers,OL,Offense,193000,19300,212300
Patrick Jeffers,NFC,Panthers,WR,Offense,413000,800500,1213500
Clarence Jones,NFC,Panthers,OL,Offense,1200000,800500,2000500
Leander Jordan,NFC,Panthers,OL,Offense,193000,136700,329700
John Kasay,NFC,Panthers,P/K,Offense,440000,288100,728100
Brian Kinchen,NFC,Panthers,TE,Offense,440000,130500,570500
Jeff Lewis,NFC,Panthers,QB,Offense,400000,1203400,1603400
Al Lucas,NFC,Panthers,DT,Defense,193000,0,193000
Kris Mangum,NFC,Panthers,TE,Offense,385000,1200,386200
Alvin McKinley,NFC,Panthers,DT,Defense,193000,85300,278300
Kory Minor,NFC,Panthers,LB,Defense,193000,3700,196700
Mike Minter,NFC,Panthers,S,Defense,393800,155600,549400
Tim Morabito,NFC,Panthers,DT,Defense,425000,502800,927800
Muhsin Muhammad,NFC,Panthers,WR,Offense,413000,1653600,2066600
Hannibal Navies,NFC,Panthers,LB,Defense,275000,93400,368400
Joe Nedney,NFC,Panthers,P/K,Offense,425000,0,425000
Jamar Nesbit,NFC,Panthers,OL,Offense,275000,3700,278700
Jason Peter,NFC,Panthers,DE,Defense,358000,968300,1326300
Spencer Reid,NFC,Panthers,LB,Defense,156000,1500,157500
Damien Richardson,NFC,Panthers,S,Defense,358000,25600,383600
Eugene Robinson,NFC,Panthers,S,Defense,440000,0,440000
Mike Rucker,NFC,Panthers,DE,Defense,275000,250900,525900
Chuck Smith,NFC,Panthers,DE,Defense,440000,974800,1414800
Bryan Stoltenberg,NFC,Panthers,OL,Offense,550000,333800,883800
Eric Swann,NFC,Panthers,DT,Defense,440000,0,440000
Chris Terry,NFC,Panthers,OL,Offense,275000,277800,552800
Lester Towns,NFC,Panthers,LB,Defense,193000,14000,207000
Jim Turner,NFC,Panthers,WR,Offense,193000,3100,196100
Melvin Tuten,NFC,Panthers,OL,Offense,385000,0,385000
Iheanyi Uwaezuoke,NFC,Panthers,WR,Offense,413000,0,413000
Wesley Walls,NFC,Panthers,TE,Offense,440000,1661100,2101100
Ken Walter,NFC,Panthers,P/K,Offense,385000,90600,475600
Dean Wells,NFC,Panthers,LB,Defense,440000,309500,749500
Reggie White,NFC,Panthers,DE,Defense,450000,91700,541700
Jay Williams,NFC,Panthers,DE,Defense,440000,336100,776100
Gillis Wilson,NFC,Panthers,DT,Defense,193000,0,193000
Lee Woodall,NFC,Panthers,LB,Defense,500000,101500,601500
Tom Ackerman,NFC,Saints,OL,Offense,440000,600000,1040000
Terry Allen,NFC,Saints,RB,Offense,440000,0,440000
Jeff Blake,NFC,Saints,QB,Offense,440000,1253000,1693000
Doug Brien,NFC,Saints,P/K,Offense,500000,78400,578400
Aaron Brooks,NFC,Saints,QB,Offense,275000,0,275000
Chris Canty,NFC,Saints,CB,Defense,472000,0,472000
Martin Chase,NFC,Saints,DT,Defense,275000,0,275000
Phil Clarke,NFC,Saints,LB,Defense,275000,3800,278800
Cameron Cleeland,NFC,Saints,TE,Offense,350000,261000,611000
Charlie Clemons,NFC,Saints,LB,Defense,450000,503100,953100
Jake Delhomme,NFC,Saints,QB,Offense,358000,4000,362000
Marques Douglas,NFC,Saints,DE,Defense,193000,0,193000
Mark Fields,NFC,Saints,LB,Defense,3100000,2196700,5296700
Jerry Fontenot,NFC,Saints,OL,Offense,1350000,362500,1712500
Andrew Glover,NFC,Saints,TE,Offense,500000,251100,751100
LaRoi Glover,NFC,Saints,DT,Defense,1760000,690000,2450000
Toby Gowin,NFC,Saints,P/K,Offense,450000,217100,667100
Mike Halapin,NFC,Saints,DT,Defense,472000,3500,475500
Lamont Hall,NFC,Saints,TE,Offense,275000,0,275000
Norman Hand,NFC,Saints,DT,Defense,900000,1100000,2000000
Michael Hawthorne,NFC,Saints,CB,Defense,193000,16700,209700
Joe Horn,NFC,Saints,WR,Offense,450000,637500,1087500
Kevin Houser,NFC,Saints,TE,Offense,193000,9500,202500
Darren Howard,NFC,Saints,DE,Defense,340000,286000,626000
Steve Israel,NFC,Saints,CB,Defense,450000,434300,884300
Willie Jackson,NFC,Saints,WR,Offense,440000,1100,441100
Joe Johnson,NFC,Saints,DE,Defense,2900000,1700000,4600000
Donta Jones,NFC,Saints,LB,Defense,440000,0,440000
Rob Kelly,NFC,Saints,S,Defense,472000,2900,474900
Sammy Knight,NFC,Saints,S,Defense,925000,425000,1350000
Kevin Mathis,NFC,Saints,CB,Defense,472000,1100,473100
Fred McAfee,NFC,Saints,RB,Offense,440000,0,440000
Brian Milne,NFC,Saints,RB,Offense,413000,0,413000
Keith Mitchell,NFC,Saints,LB,Defense,400000,880000,1280000
Alex Molden,NFC,Saints,CB,Defense,1000000,545700,1545700
Jerald Moore,NFC,Saints,RB,Offense,385000,0,385000
Chad Morton,NFC,Saints,RB,Offense,193000,31000,224000
Chris Naeole,NFC,Saints,OL,Offense,1008000,723200,1731200
Chris Oldham,NFC,Saints,CB,Defense,450000,52500,502500
Darren Perry,NFC,Saints,S,Defense,440000,1100,441100
Keith Poole,NFC,Saints,WR,Offense,1500000,425000,1925000
